Date,Price,Open,High,Low,Change %
11-Oct-19,"1,489.85","1,494.44","1,503.45","1,474.28",-0.30%
10-Oct-19,"1,494.30","1,505.60","1,517.08","1,491.42",-0.76%
09-Oct-19,"1,505.70","1,506.05","1,511.60","1,499.70",0.01%
08-Oct-19,"1,505.51","1,493.55","1,508.71","1,487.45",0.80%
07-Oct-19,"1,493.60","1,504.76","1,509.64","1,489.94",-0.73%
04-Oct-19,"1,504.60","1,505.19","1,511.17","1,497.15",-0.03%
03-Oct-19,"1,505.00","1,499.55","1,518.81","1,495.99",0.37%
02-Oct-19,"1,499.51","1,479.19","1,505.11","1,474.42",1.39%
01-Oct-19,"1,478.98","1,472.30","1,487.37","1,459.00",0.46%
30-Sep-19,"1,472.25","1,497.07","1,500.50","1,464.42",-1.65%
27-Sep-19,"1,496.94","1,506.00","1,507.70","1,487.04",-0.59%
26-Sep-19,"1,505.80","1,503.94","1,512.70","1,501.97",0.11%
25-Sep-19,"1,504.15","1,532.00","1,535.42","1,501.31",-1.84%
24-Sep-19,"1,532.30","1,522.40","1,535.85","1,515.80",0.67%
23-Sep-19,"1,522.11","1,516.66","1,527.25","1,511.50",0.33%
20-Sep-19,"1,517.15","1,499.40","1,517.24","1,497.90",1.20%
19-Sep-19,"1,499.20","1,494.00","1,504.35","1,488.90",0.35%
18-Sep-19,"1,493.90","1,501.55","1,511.32","1,484.36",-0.61%
17-Sep-19,"1,503.10","1,498.85","1,507.48","1,493.36",0.29%
16-Sep-19,"1,498.80","1,503.34","1,512.20","1,495.75",0.68%
13-Sep-19,"1,488.70","1,498.50","1,509.25","1,485.73",-0.68%
12-Sep-19,"1,498.95","1,497.50","1,523.96","1,488.80",0.09%
11-Sep-19,"1,497.60","1,486.45","1,498.56","1,485.00",0.75%
10-Sep-19,"1,486.40","1,499.00","1,501.45","1,484.27",-0.84%
09-Sep-19,"1,498.95","1,507.10","1,515.55","1,497.72",-0.53%
06-Sep-19,"1,506.95","1,519.20","1,527.90","1,502.89",-0.82%
05-Sep-19,"1,519.35","1,552.50","1,553.38","1,509.39",-2.14%
04-Sep-19,"1,552.60","1,547.10","1,557.38","1,533.81",0.36%
03-Sep-19,"1,547.00","1,529.60","1,549.90","1,521.51",1.07%
02-Sep-19,"1,530.59","1,520.10","1,533.81","1,519.15",0.68%
30-Aug-19,"1,520.25","1,527.60","1,533.45","1,517.43",-0.49%
29-Aug-19,"1,527.70","1,539.20","1,550.72","1,519.50",-0.74%
28-Aug-19,"1,539.10","1,541.80","1,547.03","1,531.55",-0.23%
27-Aug-19,"1,542.65","1,526.30","1,544.78","1,524.85",1.07%
26-Aug-19,"1,526.35","1,539.30","1,555.13","1,524.55",-0.03%
23-Aug-19,"1,526.85","1,499.00","1,530.11","1,493.05",1.87%
22-Aug-19,"1,498.80","1,502.20","1,504.68","1,491.85",-0.23%
21-Aug-19,"1,502.30","1,507.70","1,508.40","1,496.15",-0.32%
20-Aug-19,"1,507.10","1,495.60","1,508.60","1,492.85",0.79%
19-Aug-19,"1,495.30","1,511.15","1,513.00","1,492.65",-1.24%
16-Aug-19,"1,514.15","1,523.90","1,527.75","1,504.20",-0.59%
15-Aug-19,"1,523.20","1,517.05","1,527.00","1,508.22",0.45%
14-Aug-19,"1,516.33","1,501.38","1,524.30","1,494.34",1.00%
13-Aug-19,"1,501.39","1,510.74","1,534.75","1,481.38",-0.66%
12-Aug-19,"1,511.41","1,497.65","1,517.95","1,487.91",0.95%
09-Aug-19,"1,497.24","1,501.20","1,508.40","1,494.69",-0.25%
08-Aug-19,"1,500.95","1,501.50","1,509.72","1,490.08",-0.02%
07-Aug-19,"1,501.20","1,474.25","1,510.28","1,472.28",1.83%
06-Aug-19,"1,474.27","1,464.00","1,475.04","1,456.61",0.72%
05-Aug-19,"1,463.80","1,440.65","1,470.05","1,437.03",1.60%
02-Aug-19,"1,440.70","1,445.80","1,448.23","1,430.20",-0.32%
01-Aug-19,"1,445.31","1,411.34","1,445.98","1,400.65",2.23%
31-Jul-19,"1,413.80","1,431.05","1,433.07","1,411.42",-1.19%
30-Jul-19,"1,430.85","1,426.84","1,433.12","1,422.12",0.27%
29-Jul-19,"1,426.94","1,419.49","1,428.46","1,416.98",0.58%
26-Jul-19,"1,418.69","1,414.40","1,424.83","1,413.72",0.29%
25-Jul-19,"1,414.53","1,426.30","1,433.84","1,411.08",-0.80%
24-Jul-19,"1,425.90","1,417.55","1,429.55","1,416.43",0.60%
23-Jul-19,"1,417.39","1,425.15","1,429.25","1,414.29",-0.54%
22-Jul-19,"1,425.12","1,425.15","1,429.77","1,422.34",-0.01%
19-Jul-19,"1,425.30","1,446.40","1,452.96","1,420.40",-1.45%
18-Jul-19,"1,446.30","1,426.80","1,448.35","1,414.68",1.37%
17-Jul-19,"1,426.80","1,406.59","1,427.00","1,400.18",1.46%
16-Jul-19,"1,406.33","1,415.05","1,418.34","1,401.23",-0.55%
15-Jul-19,"1,414.08","1,415.75","1,419.75","1,407.69",-0.12%
12-Jul-19,"1,415.74","1,403.90","1,417.09","1,403.12",0.84%
11-Jul-19,"1,404.00","1,419.20","1,426.21","1,401.58",-1.06%
10-Jul-19,"1,419.00","1,397.80","1,419.21","1,389.88",1.51%
09-Jul-19,"1,397.90","1,395.60","1,400.13","1,386.35",0.17%
08-Jul-19,"1,395.50","1,400.05","1,408.03","1,391.79",-0.32%
05-Jul-19,"1,399.95","1,415.80","1,424.24","1,386.97",-1.11%
04-Jul-19,"1,415.65","1,419.59","1,422.02","1,410.43",-0.23%
03-Jul-19,"1,418.94","1,419.95","1,436.29","1,412.52",0.03%
02-Jul-19,"1,418.44","1,383.55","1,419.80","1,383.55",2.47%
01-Jul-19,"1,384.31","1,392.83","1,397.69","1,381.84",-1.79%
28-Jun-19,"1,409.50","1,409.56","1,424.67","1,406.64",-0.01%
27-Jun-19,"1,409.68","1,409.55","1,411.94","1,400.23",0.07%
26-Jun-19,"1,408.75","1,423.90","1,424.03","1,402.37",-1.02%
25-Jun-19,"1,423.25","1,419.17","1,438.99","1,412.30",0.26%
24-Jun-19,"1,419.55","1,401.35","1,421.20","1,400.33",1.47%
21-Jun-19,"1,399.05","1,388.22","1,411.08","1,382.44",0.78%
20-Jun-19,"1,388.18","1,360.34","1,393.30","1,357.66",2.05%
19-Jun-19,"1,360.27","1,346.55","1,362.50","1,341.19",1.02%
18-Jun-19,"1,346.48","1,340.30","1,354.68","1,338.54",0.52%
17-Jun-19,"1,339.54","1,342.05","1,343.53","1,332.83",-0.15%
14-Jun-19,"1,341.58","1,341.70","1,358.40","1,337.88",-0.06%
13-Jun-19,"1,342.35","1,334.00","1,343.41","1,332.22",0.66%
12-Jun-19,"1,333.55","1,327.05","1,338.58","1,326.04",0.50%
11-Jun-19,"1,326.91","1,328.40","1,330.22","1,319.74",-0.09%
10-Jun-19,"1,328.13","1,335.94","1,337.77","1,324.90",-0.94%
07-Jun-19,"1,340.70","1,335.45","1,348.45","1,330.08",0.39%
06-Jun-19,"1,335.55","1,331.99","1,340.09","1,327.26",0.40%
05-Jun-19,"1,330.18","1,325.50","1,344.24","1,324.53",0.37%
04-Jun-19,"1,325.28","1,325.05","1,329.41","1,319.90",0.01%
03-Jun-19,"1,325.17","1,307.40","1,328.34","1,306.62",1.50%
31-May-19,"1,305.65","1,288.35","1,307.11","1,288.00",1.30%
30-May-19,"1,288.85","1,279.74","1,289.24","1,274.82",0.72%
29-May-19,"1,279.60","1,279.56","1,285.79","1,278.88",0.01%
28-May-19,"1,279.49","1,285.55","1,286.75","1,276.01",-0.44%
27-May-19,"1,285.20","1,285.80","1,287.69","1,283.68",0.02%
24-May-19,"1,284.90","1,283.55","1,285.59","1,280.59",0.11%
23-May-19,"1,283.45","1,273.80","1,287.62","1,272.61",0.77%
22-May-19,"1,273.61","1,274.74","1,277.59","1,272.28",-0.11%
21-May-19,"1,274.97","1,278.10","1,278.16","1,269.34",-0.22%
20-May-19,"1,277.74","1,277.80","1,279.32","1,273.60",0.02%
17-May-19,"1,277.55","1,286.50","1,289.24","1,274.91",-0.71%
16-May-19,"1,286.65","1,296.90","1,299.06","1,284.06",-0.77%
15-May-19,"1,296.67","1,297.17","1,301.18","1,292.85",-0.03%
14-May-19,"1,297.03","1,300.24","1,303.47","1,293.52",-0.22%
13-May-19,"1,299.91","1,286.71","1,301.50","1,281.77",1.08%
10-May-19,"1,286.00","1,284.34","1,289.60","1,283.10",0.14%
09-May-19,"1,284.14","1,280.74","1,288.57","1,279.43",0.25%
08-May-19,"1,280.93","1,284.15","1,291.73","1,279.37",-0.33%
07-May-19,"1,285.15","1,281.10","1,286.37","1,278.04",0.38%
06-May-19,"1,280.32","1,281.19","1,285.90","1,276.85",0.09%
03-May-19,"1,279.19","1,270.74","1,282.84","1,268.90",0.68%
02-May-19,"1,270.54","1,276.94","1,278.18","1,266.18",-0.48%
01-May-19,"1,276.60","1,283.59","1,287.38","1,273.16",-0.54%
30-Apr-19,"1,283.60","1,279.98","1,286.58","1,279.69",0.30%
29-Apr-19,"1,279.80","1,286.55","1,287.00","1,277.97",-0.50%
26-Apr-19,"1,286.25","1,277.27","1,289.01","1,276.05",0.70%
25-Apr-19,"1,277.35","1,275.60","1,282.81","1,273.35",0.16%
24-Apr-19,"1,275.36","1,272.30","1,278.79","1,268.58",0.23%
23-Apr-19,"1,272.40","1,275.40","1,276.83","1,266.25",-0.20%
22-Apr-19,"1,274.93","1,275.83","1,280.14","1,273.66",-0.04%
18-Apr-19,"1,275.40","1,273.49","1,277.97","1,271.07",0.10%
17-Apr-19,"1,274.14","1,276.84","1,280.01","1,272.94",-0.19%
16-Apr-19,"1,276.57","1,287.90","1,288.85","1,272.94",-0.88%
15-Apr-19,"1,287.89","1,290.60","1,292.08","1,282.37",-0.19%
12-Apr-19,"1,290.40","1,292.30","1,296.10","1,290.09",-0.17%
11-Apr-19,"1,292.59","1,308.10","1,309.37","1,289.66",-1.18%
10-Apr-19,"1,308.05","1,304.09","1,310.96","1,301.06",0.30%
09-Apr-19,"1,304.14","1,297.65","1,306.50","1,296.57",0.52%
08-Apr-19,"1,297.42","1,291.80","1,303.97","1,291.39",0.44%
05-Apr-19,"1,291.70","1,292.44","1,293.69","1,284.44",-0.05%
04-Apr-19,"1,292.38","1,290.10","1,294.55","1,280.91",0.19%
03-Apr-19,"1,289.91","1,292.34","1,294.81","1,288.34",-0.25%
02-Apr-19,"1,293.15","1,287.55","1,293.15","1,285.17",0.43%
01-Apr-19,"1,287.67","1,291.48","1,297.23","1,286.64",-0.35%
29-Mar-19,"1,292.15","1,290.59","1,300.01","1,286.77",0.12%
28-Mar-19,"1,290.55","1,309.85","1,312.48","1,288.58",-1.47%
27-Mar-19,"1,309.86","1,315.61","1,319.60","1,308.03",-0.43%
26-Mar-19,"1,315.52","1,321.80","1,323.41","1,312.69",-0.48%
25-Mar-19,"1,321.90","1,313.35","1,324.57","1,310.97",0.65%
22-Mar-19,"1,313.38","1,309.55","1,315.20","1,306.81",0.30%
21-Mar-19,"1,309.45","1,313.05","1,320.62","1,303.40",-0.23%
20-Mar-19,"1,312.48","1,305.74","1,317.03","1,298.58",0.45%
19-Mar-19,"1,306.55","1,303.60","1,311.19","1,302.50",0.22%
18-Mar-19,"1,303.70","1,302.34","1,306.89","1,298.19",0.18%
15-Mar-19,"1,301.38","1,296.15","1,306.79","1,293.82",0.39%
14-Mar-19,"1,296.28","1,309.76","1,310.53","1,292.83",-0.99%
13-Mar-19,"1,309.28","1,302.16","1,311.56","1,300.61",0.56%
12-Mar-19,"1,302.01","1,293.84","1,302.40","1,292.08",0.60%
11-Mar-19,"1,294.25","1,298.85","1,299.44","1,290.34",-0.32%
08-Mar-19,"1,298.40","1,285.78","1,300.85","1,285.18",0.98%
07-Mar-19,"1,285.74","1,286.71","1,289.10","1,281.27",-0.08%
06-Mar-19,"1,286.76","1,287.48","1,291.11","1,283.51",-0.05%
05-Mar-19,"1,287.43","1,286.67","1,289.92","1,281.10",0.06%
04-Mar-19,"1,286.67","1,293.61","1,297.35","1,282.88",-0.53%
01-Mar-19,"1,293.56","1,312.94","1,315.46","1,290.24",-1.48%
28-Feb-19,"1,313.05","1,319.87","1,327.44","1,312.41",-0.52%
27-Feb-19,"1,319.88","1,328.92","1,329.96","1,316.78",-0.68%
26-Feb-19,"1,328.96","1,327.11","1,330.40","1,323.44",0.14%
25-Feb-19,"1,327.13","1,328.89","1,332.80","1,325.15",-0.05%
22-Feb-19,"1,327.80","1,323.51","1,333.41","1,321.39",0.32%
21-Feb-19,"1,323.49","1,338.59","1,341.71","1,321.99",-1.12%
20-Feb-19,"1,338.49","1,341.24","1,347.11","1,336.79",-0.20%
19-Feb-19,"1,341.17","1,326.25","1,342.11","1,322.63",1.08%
18-Feb-19,"1,326.90","1,321.41","1,328.05","1,320.60",0.42%
15-Feb-19,"1,321.41","1,312.64","1,322.76","1,311.17",0.68%
14-Feb-19,"1,312.55","1,306.17","1,314.70","1,302.88",0.49%
13-Feb-19,"1,306.19","1,310.89","1,318.36","1,304.80",-0.36%
12-Feb-19,"1,310.90","1,308.22","1,315.10","1,306.44",0.20%
11-Feb-19,"1,308.32","1,314.55","1,315.01","1,303.69",-0.44%
08-Feb-19,"1,314.06","1,310.13","1,316.05","1,307.53",0.30%
07-Feb-19,"1,310.09","1,306.19","1,312.27","1,302.53",0.30%
06-Feb-19,"1,306.22","1,315.02","1,316.16","1,305.70",-0.67%
05-Feb-19,"1,315.02","1,311.73","1,317.13","1,310.59",0.25%
04-Feb-19,"1,311.75","1,318.13","1,319.11","1,308.50",-0.47%
01-Feb-19,"1,318.00","1,320.93","1,323.82","1,315.94",-0.22%
31-Jan-19,"1,320.94","1,319.87","1,326.65","1,317.39",0.08%
30-Jan-19,"1,319.91","1,311.95","1,323.67","1,308.81",0.61%
29-Jan-19,"1,311.93","1,303.53","1,312.34","1,302.45",0.64%
28-Jan-19,"1,303.53","1,303.82","1,304.79","1,297.54",0.02%
25-Jan-19,"1,303.22","1,280.93","1,303.78","1,279.71",1.74%
24-Jan-19,"1,280.94","1,282.42","1,285.19","1,276.79",-0.11%
23-Jan-19,"1,282.40","1,285.04","1,286.90","1,278.40",-0.21%
22-Jan-19,"1,285.04","1,279.94","1,285.84","1,277.21",0.37%
21-Jan-19,"1,280.28","1,281.64","1,283.95","1,276.58",-0.09%
18-Jan-19,"1,281.49","1,291.88","1,292.73","1,280.49",-0.81%
17-Jan-19,"1,291.90","1,293.55","1,295.62","1,288.67",-0.13%
16-Jan-19,"1,293.52","1,289.11","1,295.22","1,287.77",0.33%
15-Jan-19,"1,289.31","1,291.73","1,295.03","1,286.60",-0.19%
14-Jan-19,"1,291.73","1,287.70","1,296.21","1,287.45",0.29%
11-Jan-19,"1,288.00","1,286.30","1,295.55","1,286.01",0.13%
10-Jan-19,"1,286.38","1,293.13","1,297.47","1,285.99",-0.52%
09-Jan-19,"1,293.13","1,285.36","1,294.25","1,279.90",0.61%
08-Jan-19,"1,285.35","1,288.68","1,290.44","1,279.10",-0.26%
07-Jan-19,"1,288.67","1,286.01","1,295.42","1,282.53",0.29%
04-Jan-19,"1,284.92","1,294.04","1,298.68","1,276.66",-0.70%
03-Jan-19,"1,293.99","1,284.80","1,295.11","1,284.17",0.72%
02-Jan-19,"1,284.77","1,282.30","1,288.93","1,278.59",0.17%
01-Jan-19,"1,282.61","1,282.78","1,283.05","1,282.52",-0.02%
